"","X","Rep_theta","Rep_NumStudies","Rep_tau.sq","Rep_Subj","Rep_ev_freq","Bias_FE","Bias_REML","Bias_DL","Bias_Moreno","MSE_FE","MSE_REML","MSE_DL","MSE.Moreno","Coverage_FE","Coverage_REML","Coverage_DL","Coverage_HC_DL","Coverage_HC_REML","Coverage_KH_DL","Coverage_KH_REML","Coverage_IVHet","Coverage_Moreno","Coverage_Mult","Outside_FE","Outside_REML","Outside_DL","Outside_HC_DL","Outside_HC_REML","Outside_KH_DL","Outside_KH_REML","Outside_IVHet","Outside_Moreno","Outside_Mult","EmpSE_Bias_FE","EmpSE_Bias_DL","EmpSE_Bias_REML","EmpSE_Bias_Moreno","DL_I2","Av_exc","Bias_type"
"1",1,-1.38629436111989,3,0,4.7,0.1,-0.163927221983211,-0.174593316615397,-0.17142749022293,-0.134176279873828,0.142364141362966,0.146441296671069,0.145395882232216,14.0409055208197,0.970085042521261,0.973684210526316,0.973686843421711,0.958979489744872,0.95967580548329,0.91695847923962,0.916950170102061,0.973786893446723,0.668885191347754,0.971185592796398,0.0225112556278139,0.0223133880328197,0.0219109554777389,0.0332166083041521,0.0333199919951971,0.0654327163581791,0.0654392635581349,0.0220110055027514,0.0470049916805324,0.0228114057028514,0.339858151866685,0.340617242139259,0.340543792241365,3.74490392117647,6.16140563386514,0.0389,"AltOut"
"2",2,-1.38629436111989,3,0,4.7,0.3,-0.136384141648062,-0.152143693950794,-0.151336987284525,-0.0537119875166825,0.0744775562421942,0.0851676048436078,0.084099939994477,0.655334588220004,0.9378,0.949479791916767,0.9499,0.9333,0.932372949179672,0.9371,0.937074829931973,0.9508,0.684316085038107,0.942,0.0566,0.0469187675070028,0.0461,0.0617,0.062625050020008,0.0507,0.0507202881152461,0.0452,0.0726032892097874,0.0532,0.236394818894483,0.247392757759356,0.24905040920923,0.807783920428738,11.0522163967339,0.0028,"AltOut"
"3",3,-1.38629436111989,3,0,4.7,0.5,-0.126239376697067,-0.144923248034975,-0.144993474958087,-0.0557217682119757,0.0632293748844891,0.0753764563347072,0.0747535403762916,0.581889073988891,0.9314,0.943977591036415,0.9446,0.9288,0.927771108443377,0.933,0.93297318927571,0.9457,0.690852682145717,0.9368,0.0628,0.0518207282913165,0.0518,0.066,0.0664265706282513,0.0504,0.0504201680672269,0.0507,0.0839671737389912,0.0582,0.217480400100947,0.231809849179209,0.233193371699534,0.760816694572678,12.1694693535928,8e-04,"AltOut"
"4",4,-1.38629436111989,3,0,20,0.1,-0.228617983712579,-0.241688952455134,-0.239314999359049,0.0414480127222017,0.289688145401749,0.288141043138151,0.287550730044892,91.914945577314,0.9936,0.994599459945995,0.9949,0.9908,0.990599059905991,0.9051,0.905090509050905,0.9949,0.623376623376623,0.9939,-8e-04,0.0002000200020002,5e-04,0.0024,0.0022002200220022,0.0795,0.0795079507950795,5e-04,-0.087023213007465,-5e-04,0.487284011122562,0.479898000970835,0.479322929499623,9.58761805046194,3.66884351534816,0.0221,"AltOut"
"5",5,-1.38629436111989,3,0,20,0.3,-0.240495078020892,-0.260977636183566,-0.261503403228068,0.174840429729599,0.193600535717681,0.205459442896389,0.204783547533038,16.2374548926346,0.9504,0.955082032813125,0.954,0.9355,0.936674669867947,0.9276,0.927571028411365,0.9547,0.6964,0.9516,0.045,0.0419167667066827,0.043,0.0587,0.0571228491396559,0.06,0.0600240096038415,0.0423,-0.0656,0.0444,0.368478263658096,0.369341520748847,0.370626305314396,4.02597895764785,9.96944525478276,0,"AltOut"
"6",6,-1.38629436111989,3,0,20,0.5,-0.233750810209692,-0.253858426705796,-0.255141303145466,0.128055587724327,0.170249937397058,0.184510325361322,0.184848152982203,5.95764836504757,0.9313,0.9399,0.9404,0.9265,0.9262,0.9302,0.9302,0.9411,0.698669866986699,0.9349,0.0617,0.0551,0.0546,0.0665,0.0668,0.0562,0.0562,0.0539,-0.0441044104410441,0.0591,0.340032437172107,0.346067977015944,0.346523061822756,2.43758987021239,11.9881042777959,0,"AltOut"
"7",7,-1.38629436111989,3,0,100,0.1,-0.210824476233017,-0.236538436320943,-0.236065327911302,0.412863642710869,0.203059316795915,0.209665753480126,0.207660171070383,9.25057489690294,0.9843,0.985694277711084,0.9857,0.9755,0.975490196078431,0.9323,0.932272909163665,0.9857,0.524419535628503,0.9853,0.0095,0.0109043617446979,0.0109,0.0201,0.0199079631852741,0.0567,0.0567226890756303,0.0109,-0.315052041633307,0.0105,0.398281583605083,0.389805755320776,0.392085068377696,3.01347429709102,6.49561911295357,0,"AltOut"
"8",8,-1.38629436111989,3,0,100,0.3,-0.182215890202017,-0.195076086547929,-0.195236191693989,1.70873766245054,0.101030760620098,0.106399054556858,0.106501855200688,65.4341994887195,0.9318,0.9401,0.9408,0.9253,0.9246,0.93,0.93,0.9415,0.504700940188038,0.9353,0.0638,0.0575,0.0568,0.0709,0.0716,0.0596,0.0596,0.0561,-0.422884576915383,0.0615,0.260451364882835,0.261517731341292,0.261440643617277,7.90700122721293,11.8298705577942,0,"AltOut"
"9",9,-1.38629436111989,3,0,100,0.5,-0.169380840550676,-0.176510448692815,-0.176509802092399,4.76505776176835,0.0846996214865327,0.0877661866120793,0.0877600876067917,442.965212218632,0.9221,0.9347,0.9349,0.919,0.9194,0.9238,0.9238,0.9355,0.0994298289486846,0.9287,0.0745,0.0629,0.0627,0.0782,0.0778,0.0628,0.0628,0.0621,-0.893768130439132,0.0685,0.236675630085285,0.237928641352678,0.237940979457745,20.5012555592681,12.1774246293438,0,"AltOut"
"10",10,-1.38629436111989,3,0,250,0.1,-0.11086114076577,-0.12108636120403,-0.121539437408668,0.117014390816647,0.0418562350988622,0.045160291952815,0.0452063591940029,1.86271725151173,0.9418,0.9495,0.9495,0.9374,0.9375,0.9344,0.9344,0.9509,0.6952,0.945,0.0546,0.0483,0.0479,0.0584,0.0583,0.052,0.052,0.0467,-0.0904,0.0516,0.171956388270169,0.174463658408271,0.174646600959494,1.35985653832823,11.4433511307675,0,"AltOut"
"11",11,-1.38629436111989,3,0,250,0.3,-0.0721068283778279,-0.0754509873900784,-0.0754574790258473,0.0278405613535049,0.0167564325092834,0.0175684269756386,0.0175569135525576,0.780999465132213,0.9269,0.9418,0.9418,0.9305,0.9303,0.9283,0.9283,0.9424,0.6979,0.9347,0.0675,0.0546,0.0546,0.0635,0.0641,0.0555,0.0555,0.054,-0.0227,0.0613,0.107509039759161,0.108923224513899,0.108980563192783,0.883347269490084,12.4957193413895,0,"AltOut"
"12",12,-1.38629436111989,3,0,250,0.5,-0.0655378255103274,-0.0680260772452925,-0.068035855071956,-0.00160637307423883,0.0139594671948709,0.01459562133696,0.0145960331107412,0.516758047222063,0.9223,0.9397,0.9401,0.9302,0.9291,0.9318,0.9318,0.9413,0.692,0.9308,0.0733,0.0571,0.0569,0.0658,0.0665,0.0536,0.0536,0.0559,-0.0076,0.0652,0.0983118870989833,0.0998406347666323,0.0998452355332161,0.71889300142814,12.5795002377263,0,"AltOut"
"13",13,-1.38629436111989,3,0.008,4.7,0.1,-0.160779474497113,-0.172153410591117,-0.168847235848011,-0.0598301285069027,0.147190398708036,0.150272068793617,0.149034276878305,24.8322500623561,0.967180308184911,0.971374236813132,0.970882529517711,0.952371422853712,0.953458112301071,0.918250950570342,0.918226403763387,0.970782469481689,0.663471556574286,0.968280968581149,0.0220132079247549,0.0220198178360524,0.0219131478887332,0.0352211326796078,0.0341307176458813,0.063338002801681,0.0633570213191873,0.0218130878527116,0.0427172327568243,0.0221132679607765,0.348356859878161,0.347184315250885,0.34734327058152,4.98308689712964,6.32607451776228,0.0408,"AltOut"
"14",14,-1.38629436111989,3,0.008,4.7,0.3,-0.129251764037965,-0.147283309500147,-0.146226216703248,-0.0544254631273526,0.0767902558570998,0.0862579981349009,0.0850814782587652,0.533640897890838,0.9281,0.941841841841842,0.9423,0.9227,0.922622622622623,0.9273,0.927227227227227,0.9425,0.677483974358974,0.9344,0.0591,0.0497497497497498,0.0493,0.0661,0.0657657657657658,0.0553,0.0553553553553554,0.0491,0.0576923076923077,0.055,0.245133119701952,0.25239996509837,0.254110386545124,0.728513445337981,11.8887395170253,0.0016,"AltOut"
"15",15,-1.38629436111989,3,0.008,4.7,0.5,-0.126333367533335,-0.147229776103188,-0.147439069383738,-0.0351607493791175,0.0698531604935193,0.0827313985450264,0.0821978663248805,0.990892421521704,0.9066,0.928764382191096,0.9293,0.9121,0.911255627813907,0.9307,0.930665332666333,0.9319,0.684573829531813,0.9156,0.078,0.0608304152076038,0.0605,0.0733,0.0737368684342171,0.0507,0.0507253626813407,0.0579,0.0581232492997199,0.071,0.232160355324214,0.24589760817769,0.247105039847987,0.99486437203102,14.2995248700979,4e-04,"AltOut"
"16",16,-1.38629436111989,3,0.008,20,0.1,-0.21632959417343,-0.229709648327274,-0.227410770182301,0.082413532847613,0.286589754856458,0.284677594285591,0.284222561965343,33.7168544612679,0.994498899779956,0.995199039807962,0.995399079815963,0.99119823964793,0.991098219643929,0.912582516503301,0.912582516503301,0.995399079815963,0.619188719730254,0.994598919783957,-0.0011002200440088,-0.000400080016003201,-0.0002000400080016,0.0016003200640128,0.001500300060012,0.0722144428885777,0.0722144428885777,-0.0002000400080016,-0.104935118013692,-0.001000200040008,0.489709350393953,0.482213812782352,0.481595545886323,5.80632713736151,3.89145299163054,0.0215,"AltOut"
"17",17,-1.38629436111989,3,0.008,20,0.3,-0.229655528289926,-0.251404518160851,-0.251804603975666,0.169526826011522,0.194426278366427,0.207000199473742,0.206306435599149,12.5231276268797,0.9494,0.954690938187638,0.9544,0.9377,0.938287657531506,0.9321,0.932086417283457,0.9548,0.6925,0.9515,0.0434,0.0409081816363273,0.0416,0.0569,0.0559111822364473,0.0573,0.0573114622924585,0.041,-0.0701,0.0423,0.376428992734299,0.378041225969681,0.379223353228672,3.53491695035778,10.4454776291758,0,"AltOut"
"18",18,-1.38629436111989,3,0.008,20,0.5,-0.238463815900258,-0.260412712124888,-0.261621510073737,0.193754143273411,0.17681424593252,0.19180025652974,0.19220368584856,49.781052448397,0.9255,0.934680404121236,0.9354,0.9198,0.918775632689807,0.9344,0.934380314094228,0.9367,0.6864,0.9293,0.0679,0.0609182754826448,0.0602,0.0746,0.0758227468240472,0.0538,0.053816144843453,0.0587,-0.0542,0.0651,0.346354227004471,0.351809960547071,0.352133326174182,7.05326070899299,12.7944157393474,0,"AltOut"
"19",19,-1.38629436111989,3,0.008,100,0.1,-0.216319206350246,-0.242153019817115,-0.24176713323296,0.352271072660493,0.209682153085356,0.216571836371547,0.214466772683891,14.0545426754326,0.983,0.9836,0.9836,0.9733,0.9733,0.9226,0.9226,0.9836,0.526068247773441,0.9833,0.0114,0.012,0.012,0.0205,0.0203,0.0628,0.0628,0.012,-0.296607625337736,0.0117,0.40361422731837,0.395007631666928,0.397428668215607,3.73253826864561,6.57244146855763,0,"AltOut"
"20",20,-1.38629436111989,3,0.008,100,0.3,-0.177408645118144,-0.191622649850108,-0.191723691239255,1.72927568202357,0.102542438638548,0.10911330239105,0.109184655717145,51.1959874662499,0.9294,0.938593859385939,0.9387,0.9232,0.921992199219922,0.9327,0.932693269326933,0.9398,0.502200440088018,0.9344,0.0626,0.056005600560056,0.0561,0.0702,0.071007100710071,0.0515,0.0515051505150515,0.0548,-0.435187037407481,0.0588,0.266600297913895,0.269135514801135,0.269074902787103,6.94337202573229,12.5231459418793,0,"AltOut"
"21",21,-1.38629436111989,3,0.008,100,0.5,-0.167272903471585,-0.175194739430683,-0.175197892516435,4.8333413794369,0.0869808641317631,0.0904581045035543,0.0904549406843736,29.4979471100708,0.9179,0.9325,0.9321,0.917,0.9166,0.9306,0.9306,0.9332,0.0958383353341336,0.9243,0.0753,0.0627,0.0631,0.0764,0.0768,0.0568,0.0568,0.062,-0.897158863545418,0.0701,0.242912619165831,0.244472116618141,0.244480847650396,2.47737203558675,13.2109456755381,0,"AltOut"
"22",22,-1.38629436111989,3,0.008,250,0.1,-0.105005307121369,-0.116753004402519,-0.117090184695815,0.111705369849471,0.0429425871077644,0.0462365426182917,0.0462729609279194,1.97430984551664,0.9361,0.9461,0.9466,0.9305,0.9295,0.9397,0.9397,0.9476,0.6921,0.9411,0.0577,0.0499,0.0494,0.0617,0.0625,0.0431,0.0431,0.0484,-0.0945,0.0545,0.178660752686667,0.180460816207946,0.180578347082978,1.40072408370075,13.1646992279165,0,"AltOut"
"23",23,-1.38629436111989,3,0.008,250,0.3,-0.0717503998698588,-0.0760940889664727,-0.0761036453047521,0.0222538683096052,0.0200498379232382,0.0208772590273988,0.0208661991483122,1.08019581768048,0.8977,0.9237,0.923,0.909,0.9086,0.9348,0.9348,0.9238,0.7014,0.9115,0.0873,0.0665,0.067,0.077,0.078,0.049,0.049,0.0662,-0.0204,0.0767,0.122078697415191,0.122784127287822,0.12283508251925,1.03913837571429,16.696961169227,0,"AltOut"
"24",24,-1.38629436111989,3,0.008,250,0.5,-0.0645557714297926,-0.0675747888518958,-0.0676134393215959,0.000973826580920933,0.0167125155908427,0.0172693781637133,0.0172739866252525,0.741538948073578,0.889,0.9187,0.9181,0.9088,0.9074,0.9327,0.9327,0.9196,0.7007,0.9032,0.0974,0.0727,0.0731,0.0776,0.0796,0.0483,0.0483,0.0714,-0.0105,0.086,0.11201036826208,0.112710602058276,0.112713337742192,0.861169066415802,17.5036755953009,0,"AltOut"
"25",25,-1.38629436111989,3,0.04,4.7,0.1,-0.15533683237062,-0.17007056642794,-0.166949313537628,-0.0872965221743083,0.151543865855975,0.154808621564473,0.153693355555716,1.85996577755703,0.946673336668334,0.956556556556557,0.955077538769385,0.940570285142571,0.940940940940941,0.916358179089545,0.916516516516517,0.955177588794397,0.653101582014987,0.949274637318659,0.0303151575787894,0.0278278278278278,0.0291145572786393,0.0376188094047024,0.0362362362362362,0.0624312156078039,0.0624624624624625,0.0292146073036518,0.0271648626144879,0.0299149574787394,0.356969303229176,0.354730703417489,0.354819991438348,1.36107694824274,7.60951583731626,0.0396,"AltOut"
"26",26,-1.38629436111989,3,0.04,4.7,0.3,-0.128703281494455,-0.15189317193326,-0.151558949274405,-0.0390316411531546,0.0943391619682665,0.102990374211507,0.102247583607689,0.81339894450577,0.8674,0.906143686211727,0.906,0.8903,0.889433660196118,0.9199,0.920052031218731,0.9079,0.653093972520309,0.8818,0.0826,0.0666399839903942,0.0678,0.0765,0.0767460476285771,0.0535,0.0535321192715629,0.0657,0.0430247718383312,0.0784,0.278894972241128,0.281576627301045,0.282713346012619,0.901086383851059,16.0257541201321,0.0029,"AltOut"
"27",27,-1.38629436111989,3,0.04,4.7,0.5,-0.123349748192361,-0.146458183229523,-0.146037045552796,-0.0343280800639663,0.0840542456685944,0.0953052006966235,0.0945445944264426,2.01704269302598,0.8462,0.893661760288375,0.8951,0.8815,0.878542104736157,0.9211,0.921397817162311,0.8972,0.658761132792955,0.8659,0.095,0.0742965855612296,0.0739,0.0837,0.0834084309602483,0.0529,0.0531691198558126,0.0718,0.0526368457920544,0.0867,0.262385155613773,0.270601364117921,0.271776741344952,1.41988234813077,18.3286228767394,7e-04,"AltOut"
"28",28,-1.38629436111989,3,0.04,20,0.1,-0.209533690488646,-0.224318044582313,-0.222056564535574,-0.0791550066411737,0.290988364926159,0.287890285320146,0.28742014208254,141.198224506023,0.994398319495849,0.995298589576873,0.995298589576873,0.989296789036711,0.989396819045714,0.912373712113634,0.912373712113634,0.995298589576873,0.617369930356411,0.994698409522857,-0.00100030009002701,-0.000100030009002701,-0.000100030009002701,0.00150045013504051,0.00160048014404321,0.0700210063018906,0.0700210063018906,-0.000100030009002701,-0.100368701351905,-0.000700210063018906,0.497100307547108,0.487990619643323,0.487437654343203,11.8830166729655,4.32445354283546,0.0239,"AltOut"
"29",29,-1.38629436111989,3,0.04,20,0.3,-0.228045990095692,-0.253511825143604,-0.2543452335137,0.140106424522142,0.206147625798802,0.219278699449851,0.218612457235645,5.05927680031169,0.9391,0.945683705111533,0.9457,0.9276,0.928178453536061,0.9302,0.930179053716115,0.9463,0.697369736973697,0.9423,0.0505,0.0477143142942883,0.0481,0.0638,0.0626187856356907,0.0572,0.0572171651495449,0.0475,-0.0716071607160716,0.0495,0.392629683043549,0.392347235315622,0.393733363090436,2.24502806334795,12.2000238400678,1e-04,"AltOut"
"30",30,-1.38629436111989,3,0.04,20,0.5,-0.233719529350933,-0.25748558702244,-0.258723227184114,0.0804537177513411,0.184742653732192,0.201020916009816,0.201409583816237,3.71832349607629,0.9177,0.929685937187438,0.9302,0.9168,0.917083416683337,0.9294,0.929385877175435,0.9325,0.6896,0.923,0.0729,0.0631126225245049,0.0626,0.0742,0.0743148629725945,0.057,0.0570114022804561,0.0603,-0.0434,0.0692,0.360736536016262,0.366722407365681,0.367063434214373,1.92671272315518,14.396866737747,0,"AltOut"
"31",31,-1.38629436111989,3,0.04,100,0.1,-0.205187883256921,-0.234818961158968,-0.234997668612303,0.45565239393001,0.21037485438938,0.216158869895353,0.214128108267424,11.8823706088284,0.9819,0.983298329832983,0.9835,0.9703,0.96999699969997,0.9344,0.934393439343934,0.9835,0.525573015714143,0.9828,0.0113,0.0127012701270127,0.0129,0.0243,0.024002400240024,0.052,0.052005200520052,0.0129,-0.31588429586628,0.0122,0.410231173749041,0.398647834590643,0.40129170249226,3.41700455787354,7.76075960676944,0,"AltOut"
"32",32,-1.38629436111989,3,0.04,100,0.3,-0.170522955685555,-0.188274067132558,-0.188324379992258,1.84311723668095,0.109615047909153,0.116889300350519,0.116893082938531,41.4569016044325,0.9198,0.9348,0.9351,0.9216,0.9201,0.9372,0.9372,0.9363,0.490347104131239,0.9267,0.069,0.057,0.0571,0.067,0.0679,0.0468,0.0468,0.0557,-0.440232069620886,0.0641,0.283804552457875,0.28536845367787,0.285395026284599,6.16957275354864,15.758214775528,0,"AltOut"
"33",33,-1.38629436111989,3,0.04,100,0.5,-0.161492163026053,-0.172412358372913,-0.172390725026065,4.86746745830976,0.0953591263859462,0.100154310185845,0.100133259106108,91.7621146543477,0.8998,0.9226,0.9223,0.9086,0.9082,0.9359,0.9359,0.9235,0.0879087908790879,0.9133,0.085,0.066,0.0663,0.0778,0.078,0.0485,0.0485,0.0651,-0.906490649064907,0.0727,0.263222978291681,0.265370946422205,0.265396556871741,8.25085956405954,16.6947198832546,0,"AltOut"
"34",34,-1.38629436111989,3,0.04,250,0.1,-0.0955713034334009,-0.111894833585966,-0.112196259684609,0.168454100808152,0.0532890062130762,0.0570712646260386,0.057149607419836,1.9550416913238,0.8954,0.920384076815363,0.9223,0.9096,0.908081616323265,0.9334,0.933386677335467,0.9232,0.6804,0.9087,0.0678,0.0608121624324865,0.0595,0.069,0.0695139027805561,0.0446,0.0446089217843569,0.058,-0.106,0.0647,0.210141733427536,0.211106758155568,0.211081186420812,1.38811296118292,19.3957085194591,0,"AltOut"
"35",35,-1.38629436111989,3,0.04,250,0.3,-0.0673683071737603,-0.0760429874279795,-0.0759621996850146,0.0515700597134821,0.0309574644765014,0.0318925402631494,0.0318622417475712,1.80201507549765,0.7974,0.8789,0.8792,0.8765,0.8738,0.9377,0.9377,0.881,0.6902,0.8515,0.1254,0.0843,0.0846,0.0825,0.0842,0.0387,0.0387,0.082,-0.0362,0.1013,0.16254727874322,0.161538216611822,0.161593983760957,1.34146768801734,30.8757208501883,0,"AltOut"
"36",36,-1.38629436111989,3,0.04,250,0.5,-0.0616924683622704,-0.0685250462523355,-0.0684441093587942,0.0224088872595769,0.0283188220180392,0.0288151380539403,0.0287826449887043,1.18019585063978,0.7754,0.8661,0.8668,0.8702,0.8695,0.9386,0.9386,0.8673,0.6899,0.8365,0.1312,0.0901,0.0902,0.0832,0.0837,0.0364,0.0364,0.0887,-0.0233,0.1061,0.156573666038383,0.15524322506531,0.155312163969482,1.08619136139951,34.0638074785077,0,"AltOut"
"37",37,-1.38629436111989,3,3.04,4.7,0.1,0.105682103847979,-0.0534803073677363,-0.0520872122514502,0.253666264708396,1.26397166637485,0.986845734660316,0.98816409035926,94.5383918762687,0.486892135281169,0.805989583333333,0.803382029217531,0.840404242545527,0.836638621794872,0.912247348409045,0.911157852564103,0.807184310586352,0.587015423092955,0.66439863918351,-0.0872523514108465,0.043369391025641,0.0415249149489694,0.0543325995597358,0.0517828525641026,0.0339203522113268,0.0329527243589744,0.0361216730038023,-0.100979574822843,-0.0214128477086252,1.1193428104717,0.992748521434453,0.992010159981093,9.72026230740526,53.072507121236,0.041,"AltOut"
"38",38,-1.38629436111989,3,3.04,4.7,0.3,0.0952404779876772,-0.11860839096963,-0.111477119011337,0.304468889393098,1.36076101650382,1.04988361783989,1.0501765601561,12.2812116942581,0.3133,0.794214793313983,0.7906,0.8792,0.873986587929136,0.9261,0.923330997898108,0.8069,0.594982438534872,0.6111,-0.0741,0.0416374737263537,0.038,0.0324,0.0307276548894005,0.0215,0.0214192773496147,0.0265,-0.081685900652283,-0.0187,1.16268028726797,1.01875080241086,1.01780123436921,3.49137929228351,72.5692742635193,0.0035,"AltOut"
"39",39,-1.38629436111989,3,3.04,4.7,0.5,0.0985119223092539,-0.128764178758739,-0.117016944255544,0.349087023630862,1.40934041559608,1.09963766449604,1.1011608800822,9.21143710542121,0.2859,0.797158010607425,0.7868,0.8948,0.889722805964175,0.933,0.930151105774042,0.8096,0.597298649324662,0.6119,-0.0739,0.0325227659361553,0.0282,0.0202,0.0202141499049335,0.009,0.00940658460922646,0.0108,-0.087543771885943,-0.0257,1.18312120864197,1.0428694417359,1.04075253697681,3.01504301856443,76.8688065496962,5e-04,"AltOut"
"40",40,-1.38629436111989,3,3.04,20,0.1,0.00373254165130188,-0.0897674587225812,-0.0892011651790434,0.676245600005231,0.941275060617413,0.917948703051263,0.917524437861645,367.939244827571,0.8024,0.88556566970091,0.8873,0.8779,0.875462638791637,0.9213,0.921276382914874,0.8897,0.620714432354753,0.8575,-0.0498,0.0200060018005402,0.0215,0.0395,0.0367110133039912,0.0475,0.0475142542762829,0.0217,-0.132313693286799,-3e-04,0.970234643927263,0.953760219262646,0.953929521435718,19.1707770385247,33.0393312201443,0.0257,"AltOut"
"41",41,-1.38629436111989,3,3.04,20,0.3,0.0736316173870213,-0.16203710380323,-0.155519530062943,1.10017004497417,1.02454706013224,1.07506516401179,1.07095814151144,23.7039040854768,0.5722,0.827713856928464,0.8275,0.8622,0.860730365182591,0.9381,0.937768884442221,0.8371,0.653365336533653,0.7727,-0.0758,0.0542271135567784,0.0521,0.0516,0.0514257128564282,0.0269,0.0270135067533767,0.0433,-0.189218921892189,0.0301,1.00956791143042,1.0231698319101,1.02416506720512,4.74297159337602,59.8108673144268,1e-04,"AltOut"
"42",42,-1.38629436111989,3,3.04,20,0.5,0.067956494769843,-0.21080794226152,-0.201822052508906,1.17342901613994,1.03648390070187,1.1339412477492,1.12837275227537,58.9819966078444,0.5334,0.83063225290116,0.8302,0.8781,0.875550220088035,0.9475,0.947378951580632,0.843,0.6487,0.7764,-0.0766,0.0513205282112845,0.0494,0.0437,0.0458183273309324,0.0203,0.0204081632653061,0.034,-0.1891,0.0252,1.01585875613774,1.04295224547201,1.04384398444255,7.5901793150181,65.764160760264,0,"AltOut"
"43",43,-1.38629436111989,3,3.04,100,0.1,0.104209325541274,-0.0802920991911518,-0.0784040414779132,0.524827823053929,0.883498852345958,0.934426846968501,0.93280509590197,955.894034303926,0.6666,0.84038403840384,0.8401,0.855,0.854385438543854,0.9338,0.933693369336934,0.8481,0.5703,0.8038,-0.0872,0.048004800480048,0.0467,0.058,0.0574057405740574,0.0338,0.0337033703370337,0.0429,-0.2685,0.0244,0.934198341611854,0.962678854675651,0.963365373231709,30.9146269826473,51.3214867099071,0,"AltOut"
"44",44,-1.38629436111989,3,3.04,100,0.3,0.152597946306809,-0.114823883387765,-0.10713694040206,3.34939935452862,0.855188430806928,1.05068755569257,1.03509094440184,283.20199604345,0.4669,0.8206,0.8157,0.8875,0.8885,0.9494,0.9493,0.8377,0.451545154515452,0.7782,-0.1413,0.036,0.0353,0.0297,0.0303,0.0154,0.0155,0.0169,-0.478247824782478,0.0164,0.912132389590177,1.01178801727551,1.01862986024146,16.492747612211,74.7379612656895,0,"AltOut"
"45",45,-1.38629436111989,3,3.04,100,0.5,0.135270732349497,-0.152936683795645,-0.14678946461881,4.57376473702891,0.848738780268828,1.0846841790448,1.07117848635435,133.910095468949,0.4263,0.8227,0.8162,0.902,0.9034,0.9544,0.9544,0.8438,0.2787,0.7887,-0.1315,0.0383,0.0398,0.0218,0.021,0.009,0.009,0.0172,-0.6627,0.0173,0.911330709240404,1.02456640246622,1.03024302466136,10.6302432618657,79.2729007133631,0,"AltOut"
"46",46,-1.38629436111989,3,3.04,250,0.1,0.230376575610097,-0.0523094501567531,-0.044886280592686,1.37873990054673,0.856914176975351,0.957551128593071,0.942195805188492,31.1389760832028,0.3054,0.8183,0.8061,0.9079,0.9081,0.9462,0.9456,0.8362,0.6333,0.7463,-0.216,0.0325,0.0333,0.0233,0.0243,0.0138,0.014,0.0082,-0.2243,-0.0113,0.89661653035496,0.969677809640139,0.977195139699064,5.40749262297138,84.1885610381724,0,"AltOut"
"47",47,-1.38629436111989,3,3.04,250,0.3,0.211918709561995,-0.0532925040936245,-0.0509036715247291,1.3901790326563,0.905985456246963,1.00291474294214,0.998116619089057,36.8115058766875,0.1892,0.8094,0.7997,0.9306,0.9318,0.9499,0.9502,0.8277,0.6523,0.7427,-0.1972,0.021,0.0225,0.0106,0.0102,0.0073,0.0072,-0.0015,-0.2193,-0.0175,0.927988164249868,0.997810101078427,1.00008733089491,5.9061320992243,92.7089277062182,0,"AltOut"
"48",48,-1.38629436111989,3,3.04,250,0.5,0.203431282650212,-0.0523414910745124,-0.0503089720214531,1.38563169856185,0.906344973025919,1.02389874180653,1.01971666588082,43.2564499175164,0.1793,0.8157,0.805,0.9343,0.9364,0.9506,0.9506,0.8329,0.6569,0.7547,-0.1873,0.0123,0.0158,0.0075,0.0086,0.0056,0.0056,-0.0061,-0.2117,-0.0261,0.930079131571238,1.00860666364801,1.0105747059185,6.42966630349775,93.8586431045725,0,"AltOut"
"49",49,-1.38629436111989,5,0,4.7,0.1,-0.140484813403116,-0.150237318082011,-0.145472204854958,-0.0385111081282317,0.0808038457457829,0.0839117030243292,0.0820541957335423,0.175048766396232,0.961,0.963496349634963,0.963,0.9424,0.943994399439944,0.8883,0.888288828882888,0.9633,0.817263452690538,0.9615,0.0354,0.0331033103310331,0.0338,0.0522,0.05000500050005,0.0983,0.0981098109810981,0.0333,0.0417083416683337,0.0349,0.247131483922848,0.246775450887027,0.247682430850548,0.416632955068238,3.98959025558123,0.0683,"AltOut"
"50",50,-1.38629436111989,5,0,4.7,0.3,-0.114033147800469,-0.126526084147418,-0.125730932018597,-0.0466963193022281,0.040386099640828,0.0455330540628573,0.0448451941631556,0.0652836443338102,0.9195,0.929957974784871,0.9302,0.9147,0.915449269561737,0.9109,0.910346207724635,0.9335,0.8402,0.9253,0.0765,0.06824094456674,0.0674,0.0805,0.0805483289973984,0.0811,0.0816489893936362,0.0639,0.0614,0.0715,0.16548498231405,0.17041077102102,0.171834683872987,0.251215861438601,8.71815115594022,0.0072,"AltOut"
"51",51,-1.38629436111989,5,0,4.7,0.5,-0.109896684929203,-0.122145532872021,-0.122082892168391,-0.0510916921687077,0.0351605574518976,0.0402056797415024,0.0398642122478343,0.0559856822026745,0.9088,0.923869547819128,0.9267,0.9095,0.907863145258103,0.9134,0.912565026010404,0.931,0.8441,0.9175,0.0862,0.0719287715086034,0.0697,0.0851,0.0855342136854742,0.077,0.0778311324529812,0.0654,0.0629,0.0787,0.151939411121454,0.157995176936604,0.159024144143921,0.231042548592112,10.348422247017,0.0017,"AltOut"
