"","X","Rep_theta","Rep_NumStudies","Rep_tau.sq","Rep_Subj","Bias_FE","Bias_REML","Bias_DL","Bias_Moreno","MSE_FE","MSE_REML","MSE_DL","MSE.Moreno","Coverage_FE","Coverage_REML","Coverage_DL","Coverage_HC_DL","Coverage_HC_REML","Coverage_KH_DL","Coverage_KH_REML","Coverage_IVHet","Coverage_Moreno","Coverage_Mult","Outside_FE","Outside_REML","Outside_DL","Outside_HC_DL","Outside_HC_REML","Outside_KH_DL","Outside_KH_REML","Outside_IVHet","Outside_Moreno","Outside_Mult","DL_I2","EmpSE_Bias_FE","EmpSE_Bias_DL","EmpSE_Bias_REML","EmpSE_Bias_Moreno","Bias_type"
"58",58,0,30,0.005,60,-0.0956386961457989,-0.0949788026067597,-0.0950719513417403,-0.156246379933448,0.0112951701640943,0.0111376290504005,0.0111591281568907,0.0620382679188784,0.4442,0.4949,0.4854,0.472,0.4808,0.476,0.476,0.4828,0.8253,0.4742,0.5556,0.5049,0.5144,0.5278,0.519,0.5238,0.5238,0.517,0.1643,0.5256,0,0.0463532612240868,0.046050670911439,0.0460094315609951,0.193982214613942,"AltOut"
"59",59,0,50,0.005,60,-0.0952098991541751,-0.0946714034288185,-0.0947756523271925,-0.156225587202433,0.0104417513122746,0.0103187512160349,0.0103423443242887,0.0466357788956576,0.2401,0.2792,0.2701,0.2569,0.2669,0.2599,0.26,0.267,0.7631,0.2605,0.7599,0.7208,0.7299,0.7431,0.7331,0.7401,0.74,0.733,0.2317,0.7395,0,0.0371074670617332,0.0368789378351573,0.0368267865835974,0.14910254174798,"AltOut"
"60",60,0,100,0.005,60,-0.0956616695947988,-0.0952087944045574,-0.0953327675324202,-0.156214709810432,0.00981800839190402,0.00972360842728907,0.00974921395020283,0.0348613497213553,0.0351,0.0444,0.0422,0.0398,0.0417,0.0404,0.0406,0.0419,0.6146,0.0411,0.9649,0.9556,0.9578,0.9602,0.9583,0.9596,0.9594,0.9581,0.3846,0.9589,0,0.0258247953379109,0.0257088210379292,0.0256702121397333,0.102271012981232,"AltOut"
"61",61,0,3,0.022,60,-0.0935713640953613,-0.0920802814486193,-0.0920783893393064,-0.194073330282694,0.037140810910166,0.036322266619344,0.0363245523947022,5.91600365297918,0.86,0.9055,0.9057,0.8956,0.8955,0.9307,0.9307,0.9041,0.6858,0.8842,0.1182,0.0825,0.0823,0.089,0.0895,0.0503,0.0503,0.0839,0.0706,0.1008,0,0.16848753525544,0.166879919409531,0.166872025861103,2.4246498898111,"AltOut"
"62",62,0,5,0.022,60,-0.0942043772282948,-0.0926351361308803,-0.0926423775641478,-0.169601340808278,0.0259670064145469,0.0252247847926381,0.0252323325411125,0.620827591372425,0.822,0.8787,0.8781,0.8726,0.8731,0.9042,0.9041,0.8771,0.8288,0.8576,0.1654,0.1129,0.1139,0.117,0.1161,0.082,0.0821,0.1149,0.0742,0.1328,4.37234311402618,0.13074498518372,0.129040255576042,0.129016203884388,0.769494762027227,"AltOut"
"63",63,0,10,0.022,60,-0.0970783165595041,-0.0954643667780579,-0.0954779899663631,-0.172052989333521,0.0177763474955469,0.0172836750481351,0.0172903987243101,0.202183584913529,0.7315,0.8142,0.8137,0.8079,0.8094,0.8296,0.8291,0.8098,0.8711,0.7914,0.2619,0.1824,0.1827,0.1875,0.1864,0.1656,0.1661,0.1866,0.0889,0.2046,13.6745849000956,0.0913946565606784,0.0904166448905315,0.0903938428682083,0.415449893051246,"AltOut"
"64",64,0,30,0.022,60,-0.0954877003857113,-0.0939362198411297,-0.0940069268687507,-0.175664608001227,0.0119205281732502,0.0115606375931345,0.0115770084980977,0.0788093810528405,0.4565,0.5716,0.5639,0.5564,0.5644,0.5786,0.5786,0.5535,0.8232,0.5371,0.5431,0.428,0.4357,0.4432,0.4352,0.421,0.421,0.4461,0.1648,0.4625,19.309481990791,0.052942492754429,0.0523448201526262,0.0523153694900644,0.21898886309772,"AltOut"
"65",65,0,50,0.022,60,-0.0966251981084748,-0.0950612262764748,-0.0951419337622949,-0.175943033303088,0.0110646606669421,0.0107254693320059,0.0107433649169458,0.0587208629304452,0.2517,0.3521,0.3451,0.3428,0.3491,0.3568,0.3571,0.3356,0.7651,0.3237,0.7481,0.6477,0.6547,0.657,0.6507,0.643,0.6427,0.6642,0.2289,0.6761,20.3583556926421,0.0415740856532029,0.0411284148924808,0.0410974633154882,0.166636396778815,"AltOut"
"66",66,0,100,0.022,60,-0.0967981524360767,-0.0952884629835206,-0.0953874176208586,-0.176673670640253,0.0102177154870503,0.00990569025649597,0.009925859573452,0.044607063112472,0.0491,0.0867,0.0837,0.0804,0.0841,0.0861,0.0862,0.0784,0.6147,0.0741,0.9509,0.9133,0.9163,0.9196,0.9159,0.9139,0.9138,0.9216,0.3841,0.9259,21.0768362694123,0.0291190309558665,0.0287607866957955,0.0287381569851111,0.115735978401883,"AltOut"
"67",67,0,3,1.676,60,-0.124965444442839,-0.0806928999156967,-0.0807470110435951,-1.23054530587156,0.618403699757845,0.576065197945802,0.576088658876146,85.5617206501659,0.2828,0.8146,0.8133,0.9072,0.9085,0.9488,0.9489,0.813,0.6757,0.744,0.1316,0.036,0.0379,0.018,0.0171,0.0092,0.0091,0.0408,0.1071,0.0556,94.6380840483264,0.776432625676736,0.754735411676063,0.754725655407639,9.16819963181497,"AltOut"
"68",68,0,5,1.676,60,-0.126292675358484,-0.0704839013651936,-0.0705670877568312,-1.15289757951626,0.395641471403703,0.359057476493436,0.359100306950088,13.7762506995677,0.2717,0.8751,0.8748,0.9446,0.9449,0.9467,0.9468,0.8717,0.8085,0.8282,0.1637,0.0327,0.0342,0.0186,0.0183,0.0173,0.0172,0.0431,0.1195,0.0586,95.5707634622844,0.616222041568582,0.595110081141695,0.595083950911668,3.52821806341155,"AltOut"
"69",69,0,10,1.676,60,-0.14163568203387,-0.0810417782638844,-0.081104017492409,-1.10659561601417,0.209587674971659,0.18009516897992,0.180124038054507,4.94801599237779,0.2651,0.9128,0.9115,0.9384,0.9401,0.9453,0.9454,0.9036,0.8317,0.8747,0.2475,0.0356,0.0385,0.038,0.0353,0.0257,0.0256,0.0554,0.1407,0.0697,96.0784524845809,0.435368766843435,0.416609568726372,0.416587030080283,1.92972394876777,"AltOut"
"70",70,0,30,1.676,60,-0.143615040039601,-0.0762601878952905,-0.0762771699825997,-1.11948306025046,0.0845233373472372,0.0641124454300913,0.0641270243463844,2.30929162522088,0.2336,0.9273,0.9265,0.9101,0.9121,0.939,0.939,0.8977,0.7202,0.8803,0.4114,0.0447,0.0465,0.0763,0.0735,0.0394,0.0394,0.0855,0.2716,0.0985,96.3682124083055,0.252793291181684,0.241484262739304,0.24145943642403,1.02769398097147,"AltOut"
"71",71,0,50,1.676,60,-0.143310687754169,-0.0754152600788886,-0.0754141735188933,-1.10965203711074,0.0585787384323488,0.040710895262492,0.0407178334597029,1.82476346748703,0.2159,0.9227,0.9231,0.8837,0.8846,0.9292,0.9293,0.8733,0.6233,0.8525,0.5125,0.0583,0.0593,0.1079,0.106,0.054,0.0539,0.1169,0.3739,0.1363,96.4066498485204,0.195050223447046,0.187173821075744,0.18715484632618,0.770386379383983,"AltOut"
"72",72,0,100,1.676,60,-0.144987317507554,-0.0758667744543464,-0.0758560851473447,-1.11242821538126,0.0398981753518388,0.0231054162787856,0.0231072852196096,1.53305389494665,0.1622,0.9067,0.9069,0.8176,0.8185,0.9112,0.9112,0.8126,0.3926,0.7874,0.6822,0.0799,0.0803,0.1784,0.1775,0.0764,0.0764,0.1832,0.607,0.208,96.4529340983315,0.137399930814762,0.13173790287246,0.131724652024874,0.54367905906172,"AltOut"
"73",73,0.12,3,0,60,-0.0949075184334113,-0.0938101502875455,-0.0938158237265661,-0.161457212426764,0.0293265155862006,0.0286592410310629,0.0286616388536531,3.60765467616329,0.8999,0.9268,0.9268,0.9138,0.9138,0.932,0.932,0.9263,0.6845,0.9133,0.0933,0.068,0.068,0.0788,0.079,0.054,0.054,0.0685,0.0699,0.0807,0,0.142552133067438,0.140933375372154,0.140928644435307,1.89260255710558,"AltOut"
"74",74,0.12,5,0,60,-0.0947581782445774,-0.0937695221223741,-0.0937811517290325,-0.162736959478247,0.0210773679862697,0.0206764186981569,0.0206834946234385,0.439421814929188,0.8714,0.9009,0.9006,0.8835,0.8837,0.8969,0.8969,0.8999,0.8312,0.8886,0.1244,0.0955,0.0958,0.1105,0.1103,0.0947,0.0947,0.0965,0.082,0.1074,0,0.109997570830439,0.109040264039174,0.109017814633615,0.642635040227699,"AltOut"
"75",75,0.12,10,0,60,-0.0958637436740599,-0.0950304828872911,-0.0950962949913994,-0.160573709380365,0.0152750465123732,0.0150101480353213,0.0150310806686158,0.15770631638613,0.7748,0.8137,0.8107,0.7907,0.7937,0.7909,0.7911,0.8073,0.8626,0.7961,0.2236,0.1851,0.1881,0.2081,0.2051,0.2071,0.2069,0.1915,0.0944,0.2027,0,0.0780115231292238,0.0773845862232461,0.0773301581070724,0.363229395563383,"AltOut"
"76",76,0.12,30,0,60,-0.0958232746508602,-0.0952705926910079,-0.0953784515888575,-0.166468671792097,0.0112121006292067,0.0110825490287745,0.0111077321834477,0.0629290666628689,0.4463,0.4842,0.4787,0.4542,0.4613,0.4451,0.4454,0.4742,0.8077,0.4673,0.5537,0.5158,0.5213,0.5458,0.5387,0.5549,0.5546,0.5258,0.1851,0.5327,0,0.0450577816227225,0.0448428839882551,0.0447913364777266,0.187671974603693,"AltOut"
"77",77,0.12,50,0,60,-0.0954875055989592,-0.0950269362296927,-0.095147032892368,-0.164782215126168,0.0103463560047919,0.0102464989424122,0.0102731392171817,0.0476702151380549,0.2279,0.2528,0.247,0.2306,0.2377,0.2255,0.2264,0.2436,0.7436,0.2404,0.7721,0.7472,0.753,0.7694,0.7623,0.7745,0.7736,0.7564,0.254,0.7596,0,0.0350516068218671,0.0349328409852149,0.0348783884864028,0.143244855492373,"AltOut"
"78",78,0.12,100,0,60,-0.0958933596413431,-0.0955962242895642,-0.0957164491868446,-0.165581381180655,0.00981273123026538,0.00975128444115074,0.00977608288708194,0.0376077860320797,0.0275,0.0317,0.0296,0.0268,0.0291,0.0251,0.0256,0.0291,0.5664,0.029,0.9725,0.9683,0.9704,0.9732,0.9709,0.9749,0.9744,0.9709,0.4332,0.971,0,0.0248446479672118,0.0247892253350807,0.024752931412086,0.100953511080727,"AltOut"
"79",79,0.12,3,0.005,60,-0.0926903857861787,-0.0915827053198584,-0.0915889128978618,-0.175518661058389,0.0303884109859038,0.0297900490165013,0.029792940125609,3.80430671346578,0.8937,0.9211,0.9209,0.9081,0.9082,0.9266,0.9266,0.9204,0.6832,0.9072,0.0967,0.0719,0.0723,0.0819,0.0814,0.0576,0.0576,0.0728,0.077,0.0848,0,0.147645126154035,0.146309780312112,0.146303785263935,1.94264698306618,"AltOut"
"80",80,0.12,5,0.005,60,-0.095584174380077,-0.0942638172993747,-0.0943125397682885,-0.157225413419588,0.0222564579465297,0.0217120946871529,0.0217304170228314,0.483097866488354,0.8579,0.8973,0.896,0.8801,0.8814,0.8971,0.897,0.8937,0.8279,0.8798,0.1371,0.0989,0.1002,0.1147,0.1138,0.0947,0.0948,0.1025,0.0803,0.1162,0,0.114548835429168,0.113299803838495,0.113259481750199,0.677070068937638,"AltOut"
"81",81,0.12,10,0.005,60,-0.0951549142162157,-0.094132019765725,-0.0941889424486933,-0.169939317337752,0.0158134589771394,0.0154922978996661,0.015509229337695,0.174169718865349,0.7658,0.8132,0.8106,0.7957,0.7994,0.8065,0.8066,0.8093,0.8602,0.7953,0.2316,0.185,0.1876,0.2023,0.1986,0.1905,0.1904,0.1889,0.099,0.2029,0,0.0822172563721787,0.0814759859818884,0.0814378534029963,0.381188769215339,"AltOut"
"82",82,0.12,30,0.005,60,-0.0961010312704156,-0.0953464564173002,-0.0954509947204371,-0.170846437499215,0.0114807143636378,0.011306093968526,0.0113304008983892,0.0674310756512217,0.4442,0.4947,0.4871,0.4706,0.4791,0.4755,0.4754,0.4828,0.8072,0.4754,0.5558,0.5053,0.5129,0.5294,0.5209,0.5245,0.5246,0.5172,0.1832,0.5246,0,0.0473870309839191,0.0471140157311611,0.0470677039387443,0.195566855792481,"AltOut"
"83",83,0.12,50,0.005,60,-0.0957038804724286,-0.0950288601914282,-0.0951551021646095,-0.170551022307123,0.0105143695649892,0.0103678445992614,0.0103951563401775,0.0512969450846102,0.2375,0.2765,0.2693,0.2538,0.2618,0.2573,0.2575,0.2653,0.7417,0.2605,0.7625,0.7235,0.7307,0.7462,0.7382,0.7427,0.7425,0.7347,0.2535,0.7395,0,0.03681402388688,0.0366168943510427,0.0365717661507794,0.149035281145465,"AltOut"
"84",84,0.12,100,0.005,60,-0.0959264999931424,-0.0953640263539325,-0.0955202740303156,-0.173339062688074,0.00986994163999091,0.00975410768704159,0.00978608428979874,0.0409793993484322,0.0335,0.0409,0.0386,0.0362,0.0383,0.0353,0.0359,0.0382,0.561,0.0374,0.9665,0.9591,0.9614,0.9638,0.9617,0.9647,0.9641,0.9618,0.4384,0.9626,0.188960782617011,0.025847921590751,0.0257298997616844,0.0256880546601582,0.104566065724318,"AltOut"
"85",85,0.12,3,0.022,60,-0.0955933399405565,-0.0936315897403348,-0.0936216683386526,-0.220559293175114,0.0362209953148563,0.0353599147927103,0.0353600005094479,5.29309690967749,0.8605,0.9051,0.9054,0.8961,0.8953,0.9367,0.9367,0.9051,0.6996,0.8856,0.1203,0.0833,0.0834,0.0885,0.0891,0.0449,0.0449,0.0835,0.0758,0.1,0,0.164577085997988,0.163087839802005,0.163081880555089,2.29019104123916,"AltOut"
"86",86,0.12,5,0.022,60,-0.0960453986493599,-0.0939682237646937,-0.0939970771860575,-0.192221480177064,0.0262294205302667,0.0254646425081452,0.0254748717052017,0.6554942413904,0.8183,0.8779,0.8774,0.8711,0.8727,0.9083,0.9083,0.8752,0.824,0.855,0.1683,0.1141,0.1146,0.1199,0.1185,0.0827,0.0827,0.1166,0.0876,0.1348,4.37687966784526,0.130408598523292,0.129000330597288,0.128981700479407,0.786515737064049,"AltOut"
"87",87,0.12,10,0.022,60,-0.0960418032327738,-0.0940639510933336,-0.09409849669767,-0.186443708720493,0.0175765887386672,0.0169894178873695,0.0170022125340554,0.209400153740889,0.7382,0.8146,0.8127,0.8093,0.8108,0.8359,0.8357,0.8091,0.8667,0.7913,0.2566,0.1824,0.1841,0.1869,0.1858,0.1599,0.1601,0.1877,0.0965,0.2051,13.6079760264948,0.0913969152109376,0.0902690439925246,0.0902341687643969,0.417919086493693,"AltOut"
"88",88,0.12,30,0.022,60,-0.0962827353158218,-0.0944616670510288,-0.094538329537499,-0.189126602797075,0.0121312202810287,0.0117264969657121,0.0117425428338561,0.0838319569390303,0.4488,0.564,0.5584,0.5545,0.5628,0.5762,0.5767,0.5463,0.8164,0.5313,0.551,0.436,0.4414,0.4453,0.437,0.4236,0.4233,0.4535,0.1764,0.4685,19.4597795086503,0.0534896370828928,0.0529653435264688,0.0529506449510553,0.219243909476756,"AltOut"
"89",89,0.12,50,0.022,60,-0.097412952942651,-0.0956183297172742,-0.0957160655807808,-0.189957916416296,0.011205304480201,0.0108089019718751,0.0108301187312971,0.064668370600597,0.2521,0.3473,0.3412,0.3369,0.3432,0.3537,0.3539,0.3316,0.7423,0.3196,0.7479,0.6527,0.6588,0.6631,0.6568,0.6463,0.6461,0.6684,0.2537,0.6804,20.5063314159809,0.0414269561814972,0.0408499742114007,0.0408191574424948,0.169077554138057,"AltOut"
"90",90,0.12,100,0.022,60,-0.0969858220643215,-0.0952409966062635,-0.0953544257344449,-0.1888066625253,0.0102488561770823,0.00989217117720106,0.00991496782645144,0.0493933394617585,0.0522,0.0907,0.0879,0.0836,0.0875,0.0903,0.0908,0.082,0.5789,0.0784,0.9478,0.9093,0.9121,0.9164,0.9125,0.9097,0.9092,0.918,0.4205,0.9216,21.0361861287362,0.0290291364781402,0.0286807178721773,0.0286601793999109,0.117246570626387,"AltOut"
"91",91,0.12,3,1.676,60,-0.116880521641487,-0.0757054792358002,-0.0757568874885566,-1.0393491362519,0.63051561028739,0.585559414065016,0.585636360790573,115.373173169487,0.2783,0.8116,0.8107,0.9057,0.9054,0.9476,0.9476,0.8128,0.6713,0.7377,0.1249,0.0338,0.0339,0.0139,0.0144,0.0086,0.0086,0.0382,0.1105,0.0529,94.6901030326319,0.785440160402281,0.761547930411245,0.761502516796236,10.6913215730403,"AltOut"
"92",92,0.12,5,1.676,60,-0.132166366857245,-0.0781045934497028,-0.0781688436935016,-1.11336569611809,0.397311973143786,0.357929013705418,0.35798035481911,13.6147759201602,0.2736,0.8744,0.873,0.9435,0.9444,0.9497,0.9498,0.869,0.807,0.8233,0.1658,0.036,0.0372,0.0223,0.021,0.0193,0.0192,0.0466,0.1202,0.0685,95.5975165611672,0.61634569262454,0.5932159616973,0.593181146509843,3.51801512076151,"AltOut"
"93",93,0.12,10,1.676,60,-0.141959099116621,-0.0812801465796686,-0.0813303082211611,-1.1186565505135,0.211920923531657,0.182520448161257,0.182557106056769,5.1213383532132,0.2614,0.9072,0.9075,0.9351,0.9363,0.942,0.9421,0.8988,0.8271,0.8726,0.2512,0.0376,0.0425,0.0373,0.0351,0.0262,0.0261,0.0592,0.1405,0.0722,96.1368776910562,0.437935744694702,0.419475962397994,0.419441985370032,1.96731616892082,"AltOut"
"94",94,0.12,30,1.676,60,-0.148929607257807,-0.0831376893519645,-0.0831382441995548,-1.10317397058661,0.0868079957909165,0.0651851549531832,0.0651951794210443,2.31407090904014,0.2274,0.9249,0.9254,0.9083,0.9072,0.9376,0.9377,0.8936,0.7247,0.8716,0.4214,0.0463,0.0476,0.0753,0.0758,0.0378,0.0377,0.0876,0.2681,0.1062,96.3968313069987,0.254233025620362,0.241431233846259,0.241410661473653,1.04746733526261,"AltOut"
"95",95,0.12,50,1.676,60,-0.142174300116239,-0.0753297390897669,-0.0753172794773043,-1.09524990857032,0.0590646606854451,0.0409652730738315,0.0409692595757854,1.81724070021977,0.2171,0.9236,0.9235,0.8848,0.8839,0.9308,0.931,0.8753,0.6305,0.8548,0.4997,0.0572,0.0577,0.1072,0.1079,0.0516,0.0514,0.1163,0.3681,0.1348,96.4278467263805,0.197116753659754,0.187883200413509,0.187867594081017,0.785958084765073,"AltOut"
"96",96,0.12,100,1.676,60,-0.144146016947842,-0.0762357642259264,-0.0762126859736365,-1.09759645350487,0.0399522284919275,0.0231215586103754,0.0231210213702672,1.51074180284816,0.1606,0.9114,0.912,0.8206,0.8191,0.9144,0.9144,0.8139,0.4116,0.79,0.6762,0.0766,0.0764,0.176,0.1773,0.0744,0.0744,0.1823,0.588,0.2054,96.4627507079955,0.138477694583603,0.131584114941286,0.131572785951597,0.553221866474068,"AltOut"
"97",97,0.76,3,0,60,-0.0883662132270611,-0.0869299533359315,-0.0869469438627977,-0.239540912534038,0.0290982870501484,0.0284617040499705,0.0284680000821027,11.636833833772,0.9091,0.9346,0.9347,0.9193,0.9195,0.9335,0.9335,0.9334,0.678,0.92,0.0813,0.0594,0.0593,0.0717,0.0715,0.0489,0.0489,0.0604,0.0936,0.0728,0,0.145917197728428,0.144604011241144,0.144592454715934,3.40302983328078,"AltOut"
"98",98,0.76,5,0,60,-0.0869833625248229,-0.0856193952436372,-0.0856398738991027,-0.182029891106259,0.0203870172059978,0.0198802832444112,0.019889616350514,0.533582528599702,0.8837,0.9139,0.913,0.8992,0.8996,0.905,0.905,0.9108,0.8252,0.9012,0.1093,0.0811,0.0818,0.0946,0.0942,0.0854,0.0854,0.0838,0.0878,0.093,0,0.113235127364612,0.112056610770903,0.112030609604134,0.707458618657838,"AltOut"
"99",99,0.76,10,0,60,-0.0899180354674515,-0.0886477508311038,-0.0887521087236016,-0.194334344181092,0.0145202900988624,0.0141702874126133,0.0141985075699419,0.187841084664516,0.8011,0.8385,0.8361,0.8177,0.8208,0.8208,0.8204,0.8325,0.8488,0.8216,0.1971,0.1605,0.1629,0.1811,0.178,0.176,0.1764,0.1665,0.1204,0.1768,0,0.0802226935760259,0.0795122819906123,0.0794512110335223,0.387414837560279,"AltOut"
"100",100,0.76,30,0,60,-0.089883395065498,-0.0890044840553486,-0.089167101087092,-0.202747606509778,0.0102582143096613,0.0100660842376971,0.0101012446522069,0.0825967051003493,0.5161,0.5593,0.5504,0.5272,0.5345,0.5197,0.5199,0.5452,0.7678,0.5395,0.4837,0.4405,0.4494,0.4726,0.4653,0.4801,0.4799,0.4546,0.227,0.4603,0,0.0466841251595772,0.0463755086733474,0.0463087519351249,0.203701405447198,"AltOut"
"101",101,0.76,50,0,60,-0.0897245106506036,-0.089036954961251,-0.0892163926274943,-0.200856734509307,0.00935362548041979,0.00921866815518731,0.00925335216278659,0.0638240173167945,0.3028,0.3325,0.3243,0.3082,0.3153,0.3004,0.302,0.32,0.6896,0.3166,0.6972,0.6675,0.6757,0.6918,0.6847,0.6996,0.698,0.68,0.308,0.6834,0,0.0361008032560092,0.0359710556004056,0.0359335209547895,0.153241436344201,"AltOut"
"102",102,0.76,100,0,60,-0.0894114492978779,-0.0889448378130698,-0.0891299769972014,-0.199920535800644,0.00863620252681677,0.00854777751280233,0.00858258799469382,0.0513890415789018,0.0623,0.0708,0.0674,0.0614,0.0643,0.0587,0.0591,0.0666,0.4862,0.0663,0.9377,0.9292,0.9326,0.9386,0.9357,0.9413,0.9409,0.9334,0.5138,0.9337,0,0.0253349451788335,0.0252685386414941,0.0252320630331633,0.106873584857996,"AltOut"
"103",103,0.76,3,0.005,60,-0.0875547306600395,-0.0858471686596377,-0.0858561898236578,-0.221178198489143,0.0308877561723873,0.0301360882838381,0.0301396791515106,4.1824612014789,0.9013,0.9281,0.9284,0.9152,0.9155,0.937,0.937,0.9273,0.6814,0.9143,0.0869,0.0637,0.0634,0.0724,0.0723,0.041,0.041,0.0645,0.0998,0.0757,0,0.152395038423857,0.150899539056829,0.150892772457265,2.03321292575867,"AltOut"
"104",104,0.76,5,0.005,60,-0.0885624873839234,-0.0869863927230484,-0.0870227860655295,-0.190017529640646,0.0216955437206586,0.0211103706106672,0.0211237219723151,0.61840509578773,0.8723,0.908,0.9084,0.8958,0.8961,0.9049,0.9051,0.9062,0.8188,0.8933,0.1215,0.0872,0.0872,0.0972,0.0969,0.0831,0.0829,0.0892,0.092,0.1015,0,0.117701380240514,0.11641353825435,0.116383386275529,0.763122971665763,"AltOut"
"105",105,0.76,10,0.005,60,-0.0888053072442339,-0.087195656068252,-0.0872628499228132,-0.202618812706824,0.0149689889919661,0.0145494146938995,0.014564902549415,0.205109201469824,0.7937,0.8383,0.8361,0.8169,0.8194,0.8324,0.8319,0.8331,0.8548,0.822,0.2029,0.1589,0.1611,0.1797,0.177,0.1632,0.1635,0.1641,0.1148,0.1752,0,0.0841624306249305,0.0833714138780718,0.083348826982883,0.405057064288026,"AltOut"
"106",106,0.76,30,0.005,60,-0.0897331668960637,-0.0885662905463237,-0.0887247147338115,-0.202412341910779,0.0104271525862993,0.0101781509724868,0.0102116154326027,0.0864875846593858,0.5178,0.5766,0.5692,0.5496,0.5589,0.5595,0.5601,0.5625,0.7784,0.5528,0.4822,0.4234,0.4308,0.4502,0.4409,0.4405,0.4399,0.4375,0.214,0.4472,0,0.0487375510257793,0.0483712146368786,0.0483155936630199,0.213357401183188,"AltOut"
"107",107,0.76,50,0.005,60,-0.0901117519709442,-0.0890954366561845,-0.0892908617176568,-0.205804878949735,0.00953974215044874,0.0093364099173716,0.00937554486953243,0.0683483523734368,0.3041,0.3496,0.3411,0.3237,0.3346,0.3311,0.3324,0.3348,0.6857,0.3288,0.6957,0.6502,0.6587,0.6761,0.6652,0.6687,0.6674,0.665,0.3129,0.671,0.291471008067786,0.0376796534326424,0.0374543344082808,0.0373972317118446,0.161230591713521,"AltOut"
"108",108,0.76,100,0.005,60,-0.0897135302051815,-0.0888583675870026,-0.0890912073922906,-0.207200817937529,0.00875317299442624,0.0085907912229868,0.00863494623469907,0.0553580209906116,0.0713,0.0888,0.0832,0.0757,0.0809,0.0791,0.08,0.0799,0.482,0.0784,0.9287,0.9112,0.9168,0.9243,0.9191,0.9209,0.92,0.9201,0.5178,0.9216,0.913235548324333,0.0265466752183156,0.0264153890253517,0.0263638244168731,0.111476835015645,"AltOut"
"109",109,0.76,3,0.022,60,-0.0886944872291783,-0.0861153200086173,-0.0861221503508905,-0.250820707934762,0.0376911048450348,0.0365325523913038,0.0365389048556604,5.52086656533093,0.8602,0.9105,0.9106,0.9033,0.9034,0.9388,0.9388,0.9103,0.6926,0.8909,0.1138,0.0733,0.0736,0.0765,0.0758,0.045,0.045,0.0737,0.0922,0.0887,0,0.172706037872854,0.170659873883272,0.170644706957815,2.33634359372521,"AltOut"
"110",110,0.76,5,0.022,60,-0.0893576100118817,-0.0866525193074423,-0.0866613535157332,-0.211794598610393,0.026011035727039,0.0250949039889317,0.0250992308779318,0.75080114225685,0.8302,0.8862,0.8861,0.8772,0.8783,0.9102,0.9099,0.8842,0.8241,0.8654,0.1522,0.1034,0.1037,0.11,0.1085,0.075,0.0753,0.1054,0.0929,0.1214,5.98310305789647,0.134268596721683,0.132630312390228,0.132619771101347,0.840246863567777,"AltOut"
